date,store_id,item_id,sales,price,promo,weekday,month
2019-01-16,store_50,item_29,22,73.38,0,2,1
2019-01-17,store_50,item_29,26,73.38,0,3,1
2019-01-18,store_50,item_29,17,73.38,0,4,1
2019-01-19,store_50,item_29,17,73.38,0,5,1
2019-01-20,store_50,item_29,13,73.38,0,6,1
2019-01-21,store_50,item_29,16,73.38,0,0,1
2019-01-22,store_50,item_29,28,73.38,0,1,1
2019-01-23,store_50,item_29,34,58.71,1,2,1
2019-01-24,store_50,item_29,22,73.38,0,3,1
2019-01-25,store_50,item_29,17,73.38,0,4,1
2019-01-26,store_50,item_29,25,58.71,1,5,1
2019-01-27,store_50,item_29,21,73.38,0,6,1
2019-01-28,store_50,item_29,20,73.38,0,0,1
2019-01-29,store_50,item_29,25,73.38,0,1,1
2019-01-30,store_50,item_29,30,73.38,0,2,1
2019-01-31,store_50,item_29,33,58.71,1,3,1
2019-02-01,store_50,item_29,19,73.38,0,4,2
2019-02-02,store_50,item_29,18,73.38,0,5,2
2019-02-03,store_50,item_29,24,58.71,1,6,2
2019-02-04,store_50,item_29,22,73.38,0,0,2
2019-02-05,store_50,item_29,22,73.38,0,1,2
2019-02-06,store_50,item_29,23,73.38,0,2,2
2019-02-07,store_50,item_29,26,73.38,0,3,2
2019-02-08,store_50,item_29,23,73.38,0,4,2
2019-02-09,store_50,item_29,11,73.38,0,5,2
2019-02-10,store_50,item_29,16,73.38,0,6,2
2019-02-11,store_50,item_29,24,73.38,0,0,2
2019-02-12,store_50,item_29,27,73.38,0,1,2
2019-02-13,store_50,item_29,28,73.38,0,2,2
2019-02-14,store_50,item_29,19,73.38,0,3,2
2019-02-15,store_50,item_29,19,73.38,0,4,2
2019-02-16,store_50,item_29,29,58.71,1,5,2
2019-02-17,store_50,item_29,18,58.71,1,6,2
2019-02-18,store_50,item_29,18,73.38,0,0,2
2019-02-19,store_50,item_29,24,73.38,0,1,2
2019-02-20,store_50,item_29,25,73.38,0,2,2
2019-02-21,store_50,item_29,20,73.38,0,3,2
2019-02-22,store_50,item_29,18,73.38,0,4,2
2019-02-23,store_50,item_29,19,73.38,0,5,2
2019-02-24,store_50,item_29,23,73.38,0,6,2
2019-02-25,store_50,item_29,17,73.38,0,0,2
2019-02-26,store_50,item_29,26,73.38,0,1,2
2019-02-27,store_50,item_29,26,73.38,0,2,2
2019-02-28,store_50,item_29,35,58.71,1,3,2
2019-03-01,store_50,item_29,20,73.38,0,4,3
2019-03-02,store_50,item_29,19,73.38,0,5,3
2019-03-03,store_50,item_29,17,73.38,0,6,3
2019-03-04,store_50,item_29,21,73.38,0,0,3
2019-03-05,store_50,item_29,27,73.38,0,1,3
2019-03-06,store_50,item_29,48,58.71,1,2,3
2019-03-07,store_50,item_29,36,58.71,1,3,3
2019-03-08,store_50,item_29,21,73.38,0,4,3
2019-03-09,store_50,item_29,13,73.38,0,5,3
2019-03-10,store_50,item_29,16,73.38,0,6,3
2019-03-11,store_50,item_29,22,73.38,0,0,3
2019-03-12,store_50,item_29,27,73.38,0,1,3
2019-03-13,store_50,item_29,32,73.38,0,2,3
2019-03-14,store_50,item_29,39,58.71,1,3,3
2019-03-15,store_50,item_29,21,73.38,0,4,3
2019-03-16,store_50,item_29,18,73.38,0,5,3
2019-03-17,store_50,item_29,19,73.38,0,6,3
2019-03-18,store_50,item_29,30,73.38,0,0,3
2019-03-19,store_50,item_29,22,73.38,0,1,3
2019-03-20,store_50,item_29,30,73.38,0,2,3
2019-03-21,store_50,item_29,23,73.38,0,3,3
2019-03-22,store_50,item_29,22,73.38,0,4,3
2019-03-23,store_50,item_29,17,73.38,0,5,3
2019-03-24,store_50,item_29,24,73.38,0,6,3
2019-03-25,store_50,item_29,18,73.38,0,0,3
2019-03-26,store_50,item_29,28,73.38,0,1,3
2019-03-27,store_50,item_29,32,73.38,0,2,3
2019-03-28,store_50,item_29,29,73.38,0,3,3
2019-03-29,store_50,item_29,18,73.38,0,4,3
2019-03-30,store_50,item_29,16,73.38,0,5,3
2019-03-31,store_50,item_29,34,58.71,1,6,3
2019-04-01,store_50,item_29,27,73.38,0,0,4
2019-04-02,store_50,item_29,28,73.38,0,1,4
2019-04-03,store_50,item_29,44,58.71,1,2,4
2019-04-04,store_50,item_29,26,73.38,0,3,4
2019-04-05,store_50,item_29,33,58.71,1,4,4
2019-04-06,store_50,item_29,27,73.38,0,5,4
2019-04-07,store_50,item_29,29,58.71,1,6,4
2019-04-08,store_50,item_29,26,73.38,0,0,4
2019-04-09,store_50,item_29,23,73.38,0,1,4
2019-04-10,store_50,item_29,26,73.38,0,2,4
2019-04-11,store_50,item_29,26,73.38,0,3,4
2019-04-12,store_50,item_29,21,73.38,0,4,4
2019-04-13,store_50,item_29,18,73.38,0,5,4
2019-04-14,store_50,item_29,11,73.38,0,6,4
2019-04-15,store_50,item_29,24,73.38,0,0,4
2019-04-16,store_50,item_29,28,73.38,0,1,4
2019-04-17,store_50,item_29,29,73.38,0,2,4
2019-04-18,store_50,item_29,25,73.38,0,3,4
2019-04-19,store_50,item_29,20,73.38,0,4,4
2019-04-20,store_50,item_29,23,73.38,0,5,4
2019-04-21,store_50,item_29,18,73.38,0,6,4
2019-04-22,store_50,item_29,36,58.71,1,0,4
2019-04-23,store_50,item_29,26,73.38,0,1,4
2019-04-24,store_50,item_29,26,73.38,0,2,4
2019-04-25,store_50,item_29,28,73.38,0,3,4
2019-04-26,store_50,item_29,25,73.38,0,4,4
2019-04-27,store_50,item_29,19,73.38,0,5,4
2019-04-28,store_50,item_29,21,73.38,0,6,4
2019-04-29,store_50,item_29,35,58.71,1,0,4
2019-04-30,store_50,item_29,25,73.38,0,1,4
2019-05-01,store_50,item_29,21,73.38,0,2,5
2019-05-02,store_50,item_29,24,73.38,0,3,5
2019-05-03,store_50,item_29,23,73.38,0,4,5
2019-05-04,store_50,item_29,16,73.38,0,5,5
2019-05-05,store_50,item_29,18,73.38,0,6,5
2019-05-06,store_50,item_29,20,73.38,0,0,5
2019-05-07,store_50,item_29,28,73.38,0,1,5
2019-05-08,store_50,item_29,27,73.38,0,2,5
2019-05-09,store_50,item_29,38,58.71,1,3,5
2019-05-10,store_50,item_29,27,73.38,0,4,5
2019-05-11,store_50,item_29,16,73.38,0,5,5
2019-05-12,store_50,item_29,17,73.38,0,6,5
2019-05-13,store_50,item_29,23,73.38,0,0,5
2019-05-14,store_50,item_29,30,73.38,0,1,5
2019-05-15,store_50,item_29,24,73.38,0,2,5
2019-05-16,store_50,item_29,24,73.38,0,3,5
2019-05-17,store_50,item_29,19,73.38,0,4,5
2019-05-18,store_50,item_29,23,73.38,0,5,5
2019-05-19,store_50,item_29,22,73.38,0,6,5
2019-05-20,store_50,item_29,29,73.38,0,0,5
2019-05-21,store_50,item_29,26,73.38,0,1,5
2019-05-22,store_50,item_29,24,73.38,0,2,5
2019-05-23,store_50,item_29,27,73.38,0,3,5
2019-05-24,store_50,item_29,23,73.38,0,4,5
2019-05-25,store_50,item_29,14,73.38,0,5,5
2019-05-26,store_50,item_29,20,73.38,0,6,5
2019-05-27,store_50,item_29,21,73.38,0,0,5
2019-05-28,store_50,item_29,27,73.38,0,1,5
2019-05-29,store_50,item_29,37,58.71,1,2,5
2019-05-30,store_50,item_29,26,73.38,0,3,5
2019-05-31,store_50,item_29,27,73.38,0,4,5
2019-06-01,store_50,item_29,9,73.38,0,5,6
2019-06-02,store_50,item_29,17,73.38,0,6,6
2019-06-03,store_50,item_29,30,58.71,1,0,6
2019-06-04,store_50,item_29,26,73.38,0,1,6
2019-06-05,store_50,item_29,23,73.38,0,2,6
2019-06-06,store_50,item_29,40,58.71,1,3,6
2019-06-07,store_50,item_29,20,73.38,0,4,6
2019-06-08,store_50,item_29,20,73.38,0,5,6
2019-06-09,store_50,item_29,23,73.38,0,6,6
2019-06-10,store_50,item_29,26,73.38,0,0,6
2019-06-11,store_50,item_29,25,73.38,0,1,6
2019-06-12,store_50,item_29,24,73.38,0,2,6
2019-06-13,store_50,item_29,27,73.38,0,3,6
2019-06-14,store_50,item_29,18,73.38,0,4,6
2019-06-15,store_50,item_29,17,73.38,0,5,6
2019-06-16,store_50,item_29,19,73.38,0,6,6
2019-06-17,store_50,item_29,22,73.38,0,0,6
2019-06-18,store_50,item_29,22,73.38,0,1,6
2019-06-19,store_50,item_29,19,73.38,0,2,6
2019-06-20,store_50,item_29,20,73.38,0,3,6
2019-06-21,store_50,item_29,16,73.38,0,4,6
2019-06-22,store_50,item_29,13,73.38,0,5,6
2019-06-23,store_50,item_29,18,73.38,0,6,6
2019-06-24,store_50,item_29,21,73.38,0,0,6
2019-06-25,store_50,item_29,30,58.71,1,1,6
2019-06-26,store_50,item_29,21,73.38,0,2,6
2019-06-27,store_50,item_29,18,73.38,0,3,6
2019-06-28,store_50,item_29,18,73.38,0,4,6
2019-06-29,store_50,item_29,15,73.38,0,5,6
2019-06-30,store_50,item_29,21,73.38,0,6,6
2019-07-01,store_50,item_29,21,73.38,0,0,7
2019-07-02,store_50,item_29,32,58.71,1,1,7
2019-07-03,store_50,item_29,21,73.38,0,2,7
2019-07-04,store_50,item_29,30,58.71,1,3,7
2019-07-05,store_50,item_29,15,73.38,0,4,7
2019-07-06,store_50,item_29,10,73.38,0,5,7
2019-07-07,store_50,item_29,15,73.38,0,6,7
2019-07-08,store_50,item_29,32,58.71,1,0,7
2019-07-09,store_50,item_29,21,73.38,0,1,7
2019-07-10,store_50,item_29,21,73.38,0,2,7
2019-07-11,store_50,item_29,21,58.71,1,3,7
2019-07-12,store_50,item_29,16,73.38,0,4,7
2019-07-13,store_50,item_29,15,73.38,0,5,7
2019-07-14,store_50,item_29,20,73.38,0,6,7
2019-07-15,store_50,item_29,20,73.38,0,0,7
2019-07-16,store_50,item_29,18,73.38,0,1,7
2019-07-17,store_50,item_29,27,73.38,0,2,7
2019-07-18,store_50,item_29,14,73.38,0,3,7
2019-07-19,store_50,item_29,23,73.38,0,4,7
2019-07-20,store_50,item_29,17,58.71,1,5,7
2019-07-21,store_50,item_29,16,73.38,0,6,7
2019-07-22,store_50,item_29,15,73.38,0,0,7
2019-07-23,store_50,item_29,20,73.38,0,1,7
2019-07-24,store_50,item_29,18,73.38,0,2,7
2019-07-25,store_50,item_29,23,58.71,1,3,7
2019-07-26,store_50,item_29,18,73.38,0,4,7
2019-07-27,store_50,item_29,17,73.38,0,5,7
2019-07-28,store_50,item_29,11,73.38,0,6,7
2019-07-29,store_50,item_29,21,73.38,0,0,7
2019-07-30,store_50,item_29,33,58.71,1,1,7
2019-07-31,store_50,item_29,18,73.38,0,2,7
2019-08-01,store_50,item_29,16,73.38,0,3,8
2019-08-02,store_50,item_29,13,73.38,0,4,8
2019-08-03,store_50,item_29,13,73.38,0,5,8
2019-08-04,store_50,item_29,15,73.38,0,6,8
2019-08-05,store_50,item_29,20,73.38,0,0,8
2019-08-06,store_50,item_29,21,73.38,0,1,8
2019-08-07,store_50,item_29,14,73.38,0,2,8
2019-08-08,store_50,item_29,12,73.38,0,3,8
2019-08-09,store_50,item_29,11,73.38,0,4,8
2019-08-10,store_50,item_29,12,73.38,0,5,8
2019-08-11,store_50,item_29,12,73.38,0,6,8
2019-08-12,store_50,item_29,18,73.38,0,0,8
2019-08-13,store_50,item_29,17,73.38,0,1,8
2019-08-14,store_50,item_29,17,73.38,0,2,8
2019-08-15,store_50,item_29,15,73.38,0,3,8
2019-08-16,store_50,item_29,21,73.38,0,4,8
2019-08-17,store_50,item_29,10,73.38,0,5,8
2019-08-18,store_50,item_29,11,73.38,0,6,8
2019-08-19,store_50,item_29,15,73.38,0,0,8
2019-08-20,store_50,item_29,19,73.38,0,1,8
2019-08-21,store_50,item_29,17,73.38,0,2,8
2019-08-22,store_50,item_29,14,73.38,0,3,8
2019-08-23,store_50,item_29,16,73.38,0,4,8
2019-08-24,store_50,item_29,7,73.38,0,5,8
2019-08-25,store_50,item_29,18,73.38,0,6,8
2019-08-26,store_50,item_29,17,73.38,0,0,8
2019-08-27,store_50,item_29,9,73.38,0,1,8
2019-08-28,store_50,item_29,27,58.71,1,2,8
2019-08-29,store_50,item_29,17,73.38,0,3,8
2019-08-30,store_50,item_29,17,73.38,0,4,8
2019-08-31,store_50,item_29,7,73.38,0,5,8
2019-09-01,store_50,item_29,16,73.38,0,6,9
2019-09-02,store_50,item_29,7,73.38,0,0,9
2019-09-03,store_50,item_29,18,73.38,0,1,9
2019-09-04,store_50,item_29,16,73.38,0,2,9
2019-09-05,store_50,item_29,19,73.38,0,3,9
2019-09-06,store_50,item_29,12,73.38,0,4,9
2019-09-07,store_50,item_29,12,73.38,0,5,9
2019-09-08,store_50,item_29,18,58.71,1,6,9
2019-09-09,store_50,item_29,14,73.38,0,0,9
2019-09-10,store_50,item_29,20,73.38,0,1,9
2019-09-11,store_50,item_29,17,73.38,0,2,9
2019-09-12,store_50,item_29,15,73.38,0,3,9
2019-09-13,store_50,item_29,12,73.38,0,4,9
2019-09-14,store_50,item_29,6,73.38,0,5,9
2019-09-15,store_50,item_29,20,58.71,1,6,9
2019-09-16,store_50,item_29,20,58.71,1,0,9
2019-09-17,store_50,item_29,15,73.38,0,1,9
2019-09-18,store_50,item_29,16,73.38,0,2,9
2019-09-19,store_50,item_29,16,73.38,0,3,9
2019-09-20,store_50,item_29,13,73.38,0,4,9
2019-09-21,store_50,item_29,13,73.38,0,5,9
2019-09-22,store_50,item_29,14,73.38,0,6,9
2019-09-23,store_50,item_29,12,73.38,0,0,9
2019-09-24,store_50,item_29,16,73.38,0,1,9
2019-09-25,store_50,item_29,15,73.38,0,2,9
2019-09-26,store_50,item_29,15,73.38,0,3,9
2019-09-27,store_50,item_29,10,73.38,0,4,9
2019-09-28,store_50,item_29,16,73.38,0,5,9
2019-09-29,store_50,item_29,10,73.38,0,6,9
2019-09-30,store_50,item_29,11,73.38,0,0,9
2019-10-01,store_50,item_29,11,73.38,0,1,10
2019-10-02,store_50,item_29,22,58.71,1,2,10
2019-10-03,store_50,item_29,10,73.38,0,3,10
2019-10-04,store_50,item_29,9,73.38,0,4,10
2019-10-05,store_50,item_29,14,73.38,0,5,10
2019-10-06,store_50,item_29,9,73.38,0,6,10
2019-10-07,store_50,item_29,13,73.38,0,0,10
2019-10-08,store_50,item_29,16,73.38,0,1,10
2019-10-09,store_50,item_29,23,73.38,0,2,10
2019-10-10,store_50,item_29,13,73.38,0,3,10
2019-10-11,store_50,item_29,12,73.38,0,4,10
2019-10-12,store_50,item_29,8,73.38,0,5,10
2019-10-13,store_50,item_29,8,73.38,0,6,10
2019-10-14,store_50,item_29,9,73.38,0,0,10
2019-10-15,store_50,item_29,24,58.71,1,1,10
2019-10-16,store_50,item_29,17,73.38,0,2,10
2019-10-17,store_50,item_29,24,58.71,1,3,10
2019-10-18,store_50,item_29,13,73.38,0,4,10
2019-10-19,store_50,item_29,13,73.38,0,5,10
2019-10-20,store_50,item_29,18,73.38,0,6,10
2019-10-21,store_50,item_29,14,73.38,0,0,10
2019-10-22,store_50,item_29,11,73.38,0,1,10
2019-10-23,store_50,item_29,17,73.38,0,2,10
2019-10-24,store_50,item_29,15,73.38,0,3,10
2019-10-25,store_50,item_29,6,73.38,0,4,10
2019-10-26,store_50,item_29,13,58.71,1,5,10
2019-10-27,store_50,item_29,12,73.38,0,6,10
2019-10-28,store_50,item_29,14,73.38,0,0,10
2019-10-29,store_50,item_29,12,73.38,0,1,10
2019-10-30,store_50,item_29,25,58.71,1,2,10
2019-10-31,store_50,item_29,20,73.38,0,3,10
2019-11-01,store_50,item_29,14,73.38,0,4,11
2019-11-02,store_50,item_29,6,73.38,0,5,11
2019-11-03,store_50,item_29,10,73.38,0,6,11
2019-11-04,store_50,item_29,12,73.38,0,0,11
2019-11-05,store_50,item_29,17,73.38,0,1,11
2019-11-06,store_50,item_29,15,73.38,0,2,11
2019-11-07,store_50,item_29,15,73.38,0,3,11
2019-11-08,store_50,item_29,8,73.38,0,4,11
2019-11-09,store_50,item_29,10,73.38,0,5,11
2019-11-10,store_50,item_29,19,73.38,0,6,11
2019-11-11,store_50,item_29,19,73.38,0,0,11
2019-11-12,store_50,item_29,17,73.38,0,1,11
2019-11-13,store_50,item_29,12,73.38,0,2,11
2019-11-14,store_50,item_29,20,73.38,0,3,11
2019-11-15,store_50,item_29,14,73.38,0,4,11
2019-11-16,store_50,item_29,11,73.38,0,5,11
2019-11-17,store_50,item_29,12,73.38,0,6,11
2019-11-18,store_50,item_29,14,73.38,0,0,11
2019-11-19,store_50,item_29,14,73.38,0,1,11
2019-11-20,store_50,item_29,12,73.38,0,2,11
2019-11-21,store_50,item_29,20,73.38,0,3,11
2019-11-22,store_50,item_29,14,73.38,0,4,11
2019-11-23,store_50,item_29,13,73.38,0,5,11
2019-11-24,store_50,item_29,16,73.38,0,6,11
2019-11-25,store_50,item_29,21,73.38,0,0,11
2019-11-26,store_50,item_29,21,73.38,0,1,11
2019-11-27,store_50,item_29,15,73.38,0,2,11
2019-11-28,store_50,item_29,14,73.38,0,3,11
2019-11-29,store_50,item_29,23,58.71,1,4,11
2019-11-30,store_50,item_29,17,73.38,0,5,11
2019-12-01,store_50,item_29,11,73.38,0,6,12
2019-12-02,store_50,item_29,17,73.38,0,0,12
2019-12-03,store_50,item_29,24,73.38,0,1,12
2019-12-04,store_50,item_29,24,58.71,1,2,12
2019-12-05,store_50,item_29,14,73.38,0,3,12
2019-12-06,store_50,item_29,20,73.38,0,4,12
2019-12-07,store_50,item_29,17,73.38,0,5,12
2019-12-08,store_50,item_29,15,73.38,0,6,12
2019-12-09,store_50,item_29,17,73.38,0,0,12
2019-12-10,store_50,item_29,19,73.38,0,1,12
2019-12-11,store_50,item_29,31,58.71,1,2,12
2019-12-12,store_50,item_29,20,73.38,0,3,12
2019-12-13,store_50,item_29,14,73.38,0,4,12
2019-12-14,store_50,item_29,15,73.38,0,5,12
2019-12-15,store_50,item_29,12,73.38,0,6,12
2019-12-16,store_50,item_29,16,73.38,0,0,12
2019-12-17,store_50,item_29,24,73.38,0,1,12
2019-12-18,store_50,item_29,25,73.38,0,2,12
2019-12-19,store_50,item_29,23,73.38,0,3,12
2019-12-20,store_50,item_29,24,58.71,1,4,12
2019-12-21,store_50,item_29,18,73.38,0,5,12
2019-12-22,store_50,item_29,15,73.38,0,6,12
2019-12-23,store_50,item_29,18,73.38,0,0,12
2019-12-24,store_50,item_29,26,73.38,0,1,12
2019-12-25,store_50,item_29,20,73.38,0,2,12
2019-12-26,store_50,item_29,20,73.38,0,3,12
2019-12-27,store_50,item_29,13,73.38,0,4,12
2019-12-28,store_50,item_29,18,73.38,0,5,12
2019-12-29,store_50,item_29,17,73.38,0,6,12
2019-12-30,store_50,item_29,24,73.38,0,0,12
2019-12-31,store_50,item_29,22,73.38,0,1,12
2020-01-01,store_50,item_29,19,73.38,0,2,1
2020-01-02,store_50,item_29,15,73.38,0,3,1
2020-01-03,store_50,item_29,29,58.71,1,4,1
2020-01-04,store_50,item_29,13,73.38,0,5,1
2020-01-05,store_50,item_29,14,73.38,0,6,1
2020-01-06,store_50,item_29,21,73.38,0,0,1
2020-01-07,store_50,item_29,20,73.38,0,1,1
2020-01-08,store_50,item_29,20,73.38,0,2,1
2020-01-09,store_50,item_29,27,73.38,0,3,1
2020-01-10,store_50,item_29,17,73.38,0,4,1
2020-01-11,store_50,item_29,17,73.38,0,5,1
2020-01-12,store_50,item_29,27,58.71,1,6,1
2020-01-13,store_50,item_29,17,73.38,0,0,1
2020-01-14,store_50,item_29,28,73.38,0,1,1
2020-01-15,store_50,item_29,19,73.38,0,2,1
2020-01-16,store_50,item_29,25,73.38,0,3,1
2020-01-17,store_50,item_29,18,73.38,0,4,1
2020-01-18,store_50,item_29,20,73.38,0,5,1
2020-01-19,store_50,item_29,21,73.38,0,6,1
2020-01-20,store_50,item_29,14,73.38,0,0,1
2020-01-21,store_50,item_29,27,73.38,0,1,1
2020-01-22,store_50,item_29,24,73.38,0,2,1
2020-01-23,store_50,item_29,27,73.38,0,3,1
2020-01-24,store_50,item_29,24,73.38,0,4,1
2020-01-25,store_50,item_29,17,73.38,0,5,1
2020-01-26,store_50,item_29,28,58.71,1,6,1
2020-01-27,store_50,item_29,27,73.38,0,0,1
2020-01-28,store_50,item_29,26,73.38,0,1,1
2020-01-29,store_50,item_29,23,73.38,0,2,1
2020-01-30,store_50,item_29,31,73.38,0,3,1
2020-01-31,store_50,item_29,20,73.38,0,4,1
2020-02-01,store_50,item_29,18,73.38,0,5,2
2020-02-02,store_50,item_29,27,58.71,1,6,2
2020-02-03,store_50,item_29,21,73.38,0,0,2
2020-02-04,store_50,item_29,25,73.38,0,1,2
2020-02-05,store_50,item_29,22,73.38,0,2,2
2020-02-06,store_50,item_29,24,73.38,0,3,2
2020-02-07,store_50,item_29,22,73.38,0,4,2
2020-02-08,store_50,item_29,32,58.71,1,5,2
2020-02-09,store_50,item_29,16,73.38,0,6,2
2020-02-10,store_50,item_29,19,73.38,0,0,2
2020-02-11,store_50,item_29,29,73.38,0,1,2
2020-02-12,store_50,item_29,28,73.38,0,2,2
2020-02-13,store_50,item_29,26,73.38,0,3,2
2020-02-14,store_50,item_29,21,73.38,0,4,2
2020-02-15,store_50,item_29,21,73.38,0,5,2
2020-02-16,store_50,item_29,27,73.38,0,6,2
2020-02-17,store_50,item_29,21,73.38,0,0,2
2020-02-18,store_50,item_29,29,73.38,0,1,2
2020-02-19,store_50,item_29,28,73.38,0,2,2
2020-02-20,store_50,item_29,29,73.38,0,3,2
2020-02-21,store_50,item_29,25,73.38,0,4,2
2020-02-22,store_50,item_29,26,58.71,1,5,2
2020-02-23,store_50,item_29,17,73.38,0,6,2
2020-02-24,store_50,item_29,25,73.38,0,0,2
2020-02-25,store_50,item_29,29,73.38,0,1,2
2020-02-26,store_50,item_29,30,73.38,0,2,2
2020-02-27,store_50,item_29,35,58.71,1,3,2
2020-02-28,store_50,item_29,26,73.38,0,4,2
2020-02-29,store_50,item_29,16,73.38,0,5,2
2020-03-01,store_50,item_29,23,73.38,0,6,3
2020-03-02,store_50,item_29,22,73.38,0,0,3
2020-03-03,store_50,item_29,27,73.38,0,1,3
2020-03-04,store_50,item_29,30,73.38,0,2,3
2020-03-05,store_50,item_29,44,58.71,1,3,3
2020-03-06,store_50,item_29,20,73.38,0,4,3
2020-03-07,store_50,item_29,21,73.38,0,5,3
2020-03-08,store_50,item_29,21,73.38,0,6,3
2020-03-09,store_50,item_29,24,73.38,0,0,3
2020-03-10,store_50,item_29,26,73.38,0,1,3
2020-03-11,store_50,item_29,49,58.71,1,2,3
2020-03-12,store_50,item_29,25,73.38,0,3,3
2020-03-13,store_50,item_29,32,58.71,1,4,3
2020-03-14,store_50,item_29,29,58.71,1,5,3
2020-03-15,store_50,item_29,23,73.38,0,6,3
2020-03-16,store_50,item_29,24,73.38,0,0,3
2020-03-17,store_50,item_29,34,73.38,0,1,3
2020-03-18,store_50,item_29,33,73.38,0,2,3
2020-03-19,store_50,item_29,26,73.38,0,3,3
2020-03-20,store_50,item_29,23,73.38,0,4,3
2020-03-21,store_50,item_29,25,73.38,0,5,3
2020-03-22,store_50,item_29,21,73.38,0,6,3
2020-03-23,store_50,item_29,26,73.38,0,0,3
2020-03-24,store_50,item_29,29,73.38,0,1,3
2020-03-25,store_50,item_29,29,73.38,0,2,3
2020-03-26,store_50,item_29,27,73.38,0,3,3
2020-03-27,store_50,item_29,22,73.38,0,4,3
2020-03-28,store_50,item_29,23,73.38,0,5,3
2020-03-29,store_50,item_29,21,73.38,0,6,3
2020-03-30,store_50,item_29,26,73.38,0,0,3
2020-03-31,store_50,item_29,26,73.38,0,1,3
2020-04-01,store_50,item_29,30,73.38,0,2,4
2020-04-02,store_50,item_29,28,73.38,0,3,4
2020-04-03,store_50,item_29,19,73.38,0,4,4
2020-04-04,store_50,item_29,18,73.38,0,5,4
2020-04-05,store_50,item_29,20,73.38,0,6,4
2020-04-06,store_50,item_29,27,73.38,0,0,4
2020-04-07,store_50,item_29,30,73.38,0,1,4
2020-04-08,store_50,item_29,30,73.38,0,2,4
2020-04-09,store_50,item_29,26,73.38,0,3,4
2020-04-10,store_50,item_29,24,73.38,0,4,4
2020-04-11,store_50,item_29,18,73.38,0,5,4
2020-04-12,store_50,item_29,21,73.38,0,6,4
2020-04-13,store_50,item_29,28,73.38,0,0,4
2020-04-14,store_50,item_29,26,73.38,0,1,4
2020-04-15,store_50,item_29,45,58.71,1,2,4
2020-04-16,store_50,item_29,27,73.38,0,3,4
2020-04-17,store_50,item_29,24,73.38,0,4,4
2020-04-18,store_50,item_29,32,58.71,1,5,4
2020-04-19,store_50,item_29,18,73.38,0,6,4
2020-04-20,store_50,item_29,28,73.38,0,0,4
2020-04-21,store_50,item_29,27,73.38,0,1,4
2020-04-22,store_50,item_29,29,73.38,0,2,4
2020-04-23,store_50,item_29,29,73.38,0,3,4
2020-04-24,store_50,item_29,27,73.38,0,4,4
2020-04-25,store_50,item_29,21,73.38,0,5,4
2020-04-26,store_50,item_29,23,73.38,0,6,4
2020-04-27,store_50,item_29,29,73.38,0,0,4
2020-04-28,store_50,item_29,27,73.38,0,1,4
2020-04-29,store_50,item_29,30,73.38,0,2,4
2020-04-30,store_50,item_29,29,73.38,0,3,4
2020-05-01,store_50,item_29,24,73.38,0,4,5
2020-05-02,store_50,item_29,25,73.38,0,5,5
2020-05-03,store_50,item_29,21,73.38,0,6,5
2020-05-04,store_50,item_29,23,73.38,0,0,5
2020-05-05,store_50,item_29,41,58.71,1,1,5
2020-05-06,store_50,item_29,34,73.38,0,2,5
2020-05-07,store_50,item_29,24,73.38,0,3,5
2020-05-08,store_50,item_29,22,73.38,0,4,5
2020-05-09,store_50,item_29,14,73.38,0,5,5
2020-05-10,store_50,item_29,30,58.71,1,6,5
2020-05-11,store_50,item_29,16,73.38,0,0,5
2020-05-12,store_50,item_29,42,58.71,1,1,5
2020-05-13,store_50,item_29,27,73.38,0,2,5
2020-05-14,store_50,item_29,29,73.38,0,3,5
2020-05-15,store_50,item_29,22,73.38,0,4,5
2020-05-16,store_50,item_29,20,73.38,0,5,5
2020-05-17,store_50,item_29,18,73.38,0,6,5
2020-05-18,store_50,item_29,25,73.38,0,0,5
2020-05-19,store_50,item_29,27,73.38,0,1,5
2020-05-20,store_50,item_29,24,73.38,0,2,5
2020-05-21,store_50,item_29,26,73.38,0,3,5
2020-05-22,store_50,item_29,27,73.38,0,4,5
2020-05-23,store_50,item_29,18,73.38,0,5,5
2020-05-24,store_50,item_29,19,73.38,0,6,5
2020-05-25,store_50,item_29,26,73.38,0,0,5
2020-05-26,store_50,item_29,27,73.38,0,1,5
2020-05-27,store_50,item_29,21,73.38,0,2,5
2020-05-28,store_50,item_29,24,73.38,0,3,5
2020-05-29,store_50,item_29,22,73.38,0,4,5
2020-05-30,store_50,item_29,16,73.38,0,5,5
2020-05-31,store_50,item_29,17,73.38,0,6,5
2020-06-01,store_50,item_29,24,73.38,0,0,6
2020-06-02,store_50,item_29,28,73.38,0,1,6
2020-06-03,store_50,item_29,26,73.38,0,2,6
2020-06-04,store_50,item_29,25,73.38,0,3,6
2020-06-05,store_50,item_29,34,58.71,1,4,6
2020-06-06,store_50,item_29,17,73.38,0,5,6
2020-06-07,store_50,item_29,21,73.38,0,6,6
2020-06-08,store_50,item_29,25,73.38,0,0,6
2020-06-09,store_50,item_29,27,73.38,0,1,6
2020-06-10,store_50,item_29,28,73.38,0,2,6
2020-06-11,store_50,item_29,30,73.38,0,3,6
2020-06-12,store_50,item_29,20,73.38,0,4,6
2020-06-13,store_50,item_29,23,73.38,0,5,6
2020-06-14,store_50,item_29,16,73.38,0,6,6
2020-06-15,store_50,item_29,27,58.71,1,0,6
